Unnamed: 0,Content ID,Reaction_type
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested
94,356fff80-da4d-4785-9f43-bc1261031dc6,heart
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried
96,356fff80-da4d-4785-9f43-bc1261031dc6,want
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent
102,01ab84dd-6364-4236-abbb-3f237db77180,heart
103,01ab84dd-6364-4236-abbb-3f237db77180,scared
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,heart
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore
127,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore
172,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried
177,0bedca96-fb76-4287-a83c-17330ed39cce,heart
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued
182,0bedca96-fb76-4287-a83c-17330ed39cce,want
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate
184,0bedca96-fb76-4287-a83c-17330ed39cce,love
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love
188,0bedca96-fb76-4287-a83c-17330ed39cce,like
189,0bedca96-fb76-4287-a83c-17330ed39cce,love
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love
256,46fb701d-6c26-458e-ada3-2ebe5dbba01f,heart
257,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love
276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want
278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking
282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued
286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking
287,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart
288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish
289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love
290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish
291,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike
292,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart
293,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate
294,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate
295,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking
296,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust
297,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued
298,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish
299,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike
300,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust
301,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want
302,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking
303,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate
304,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust
305,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart
306,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love
307,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried
308,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried
309,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
310,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking
311,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent
312,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried
313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent
314,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
315,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking
316,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust
317,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared
318,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared
319,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust
320,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore
321,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike
322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust
323,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love
324,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart
325,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love
326,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking
327,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued
328,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued
329,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust
330,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like
331,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
332,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike
333,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart
334,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart
335,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike
336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued
337,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore
338,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent
339,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
340,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust
341,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking
342,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
343,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart
344,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared
345,81abd65a-3b76-4574-a0a7-db6bf7184ae2,interested
346,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared
347,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
348,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like
349,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love
350,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued
351,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared
352,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking
353,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like
354,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,heart
355,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued
356,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,heart
357,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested
358,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,like
359,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,disgust
360,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested
361,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried
362,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried
363,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,indifferent
364,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,cherish
365,f332d362-dc48-46c2-a64b-641157c0987e,heart
366,f332d362-dc48-46c2-a64b-641157c0987e,adore
367,f332d362-dc48-46c2-a64b-641157c0987e,interested
368,f332d362-dc48-46c2-a64b-641157c0987e,want
369,f332d362-dc48-46c2-a64b-641157c0987e,indifferent
370,f332d362-dc48-46c2-a64b-641157c0987e,indifferent
371,f332d362-dc48-46c2-a64b-641157c0987e,disgust
372,a2e93b29-9259-4092-a4d7-62d5e823bb74,heart
373,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate
374,a2e93b29-9259-4092-a4d7-62d5e823bb74,worried
375,a2e93b29-9259-4092-a4d7-62d5e823bb74,interested
376,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared
377,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate
378,a2e93b29-9259-4092-a4d7-62d5e823bb74,want
379,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate
380,a2e93b29-9259-4092-a4d7-62d5e823bb74,worried
381,a2e93b29-9259-4092-a4d7-62d5e823bb74,love
382,a2e93b29-9259-4092-a4d7-62d5e823bb74,like
383,a2e93b29-9259-4092-a4d7-62d5e823bb74,indifferent
384,a2e93b29-9259-4092-a4d7-62d5e823bb74,want
385,a2e93b29-9259-4092-a4d7-62d5e823bb74,love
386,a2e93b29-9259-4092-a4d7-62d5e823bb74,dislike
387,a2e93b29-9259-4092-a4d7-62d5e823bb74,heart
388,a2e93b29-9259-4092-a4d7-62d5e823bb74,want
389,a2e93b29-9259-4092-a4d7-62d5e823bb74,dislike
390,a2e93b29-9259-4092-a4d7-62d5e823bb74,want
391,a2e93b29-9259-4092-a4d7-62d5e823bb74,adore
392,a2e93b29-9259-4092-a4d7-62d5e823bb74,cherish
393,a2e93b29-9259-4092-a4d7-62d5e823bb74,adore
394,a2e93b29-9259-4092-a4d7-62d5e823bb74,want
395,a2e93b29-9259-4092-a4d7-62d5e823bb74,want
396,a2e93b29-9259-4092-a4d7-62d5e823bb74,adore
397,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate
398,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust
399,a2e93b29-9259-4092-a4d7-62d5e823bb74,peeking
400,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate
401,a2e93b29-9259-4092-a4d7-62d5e823bb74,super love
402,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared
403,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared
404,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust
405,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust
406,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared
407,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued
408,a2e93b29-9259-4092-a4d7-62d5e823bb74,super love
409,a2e93b29-9259-4092-a4d7-62d5e823bb74,interested
410,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued
411,9b3a6d30-48e8-476c-82be-9031524bd04d,heart
412,9b3a6d30-48e8-476c-82be-9031524bd04d,disgust
413,9b3a6d30-48e8-476c-82be-9031524bd04d,hate
414,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish
415,9b3a6d30-48e8-476c-82be-9031524bd04d,hate
416,9b3a6d30-48e8-476c-82be-9031524bd04d,scared
417,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued
418,9b3a6d30-48e8-476c-82be-9031524bd04d,worried
419,9b3a6d30-48e8-476c-82be-9031524bd04d,want
420,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish
421,9b3a6d30-48e8-476c-82be-9031524bd04d,scared
422,9b3a6d30-48e8-476c-82be-9031524bd04d,like
423,9b3a6d30-48e8-476c-82be-9031524bd04d,disgust
424,9b3a6d30-48e8-476c-82be-9031524bd04d,dislike
425,9b3a6d30-48e8-476c-82be-9031524bd04d,interested
426,9b3a6d30-48e8-476c-82be-9031524bd04d,adore
427,9b3a6d30-48e8-476c-82be-9031524bd04d,like
428,9b3a6d30-48e8-476c-82be-9031524bd04d,dislike
